data,value
24,131.1
24,131.1
24,131.1
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,131.1
24,131.1
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.8
24,130.8
24,130.8
24,130.8
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.0
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,131.3
24,131.3
24,131.3
24,131.3
24,131.3
24,131.3
24,131.3
24,131.3
24,131.3
24,131.3
24,131.3
24,131.3
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.8
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.6
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.3
24,131.3
24,131.3
24,131.3
24,131.3
24,131.3
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,131.1
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.2
24,130.2
24,130.2
24,130.2
24,130.2
24,130.2
24,130.2
24,130.2
24,130.2
24,130.2
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.9
24,129.9
24,129.9
24,129.9
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,128.9
24,128.9
24,128.9
24,128.9
24,128.9
24,128.9
24,128.3
24,128.3
24,128.3
24,128.3
24,128.3
24,128.3
24,128.3
24,128.3
24,127.7
24,127.7
24,127.7
24,127.7
24,127.7
24,127.7
24,127.7
24,127.7
24,127.7
24,127.7
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,127.5
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.2
24,128.2
24,128.2
24,128.2
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.1
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.2
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,128.8
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.6
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.8
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.7
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.5
24,130.3
24,130.3
24,130.3
24,130.3
24,130.3
24,130.3
24,130.3
24,130.3
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.4
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,130.1
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.3
24,129.3
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.3
24,129.3
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.8
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.3
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.4
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.9
24,129.2
24,129.2
24,129.2
24,129.2
24,129.2
24,129.2
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.2
24,129.2
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
24,129.7
